Restaurant ID,Restaurant Name,Country Code,City,Address,Locality,Locality Verbose,Longitude,Latitude,Cuisines,Average Cost for two,Currency,Has Table booking,Has Online delivery,Is delivering now,Switch to order menu,Price range,Aggregate rating,Rating color,Rating text,Votes,dataset
8168,Cinnabon & Auntie Anne's,1,Noida,"Atrium CafÕ©, Ground Floor, Logix City Centre, Sector 32, Near Sector 31, Noida","Logix City Centre, Sector 32, Noida","Logix City Centre, Sector 32, Noida, Noida",77.353909,28.574221,"Desserts, Beverages",500,Indian Rupees(Rs.),No,No,No,No,2,3.1,Orange,Average,6,zomato
8169,Cocoberry,1,Noida,"Food Court, 3rd Floor, Logix City Centre, Sector 32, Near Sector 34, Noida","Logix City Centre, Sector 32, Noida","Logix City Centre, Sector 32, Noida, Noida",77.353574,28.5743,Desserts,300,Indian Rupees(Rs.),No,No,No,No,1,3.4,Orange,Average,16,zomato
8170,Hakka Haus,1,Noida,"Level 2, Logix city Center Mall, Sector 34, Noida","Logix City Centre, Sector 32, Noida","Logix City Centre, Sector 32, Noida, Noida",0,0,"Chinese, Thai",950,Indian Rupees(Rs.),No,No,No,No,2,3.2,Orange,Average,6,zomato
8171,Kebab Xpress,1,Noida,"3rd Floor, Logix City Centre, Sector 32, Near Sector 34, Noida","Logix City Centre, Sector 32, Noida","Logix City Centre, Sector 32, Noida, Noida",77.353574,28.5743,"North Indian, Mughlai",600,Indian Rupees(Rs.),No,No,No,No,2,2.9,Orange,Average,7,zomato
8172,KFC,1,Noida,"Shop 9, Plot  BW 58, Logix City Centre, Sector 32, Near, Sector 34, Noida","Logix City Centre, Sector 32, Noida","Logix City Centre, Sector 32, Noida, Noida",77.353663,28.574219,"American, Fast Food, Burger",500,Indian Rupees(Rs.),No,Yes,No,No,2,2.5,Orange,Average,15,zomato
8173,Mad Over Donuts,1,Noida,"Food Court, 3rd Floor, Logix City Centre, Sector 32, Near Sector 34, Noida","Logix City Centre, Sector 32, Noida","Logix City Centre, Sector 32, Noida, Noida",77.353574,28.5743,Desserts,450,Indian Rupees(Rs.),No,Yes,No,No,1,3.2,Orange,Average,13,zomato
8174,Ni Hao,1,Noida,"Food Court, 3rd Floor, Logix City Centre, Sector 32, Near Sector 34, Noida","Logix City Centre, Sector 32, Noida","Logix City Centre, Sector 32, Noida, Noida",77.353663,28.574219,Chinese,700,Indian Rupees(Rs.),No,No,No,No,2,3,Orange,Average,10,zomato
8175,Pizza Hut,1,Noida,"Food Court, 3rd Floor, Logix City Centre, Sector 32, Near Sector 34, Noida","Logix City Centre, Sector 32, Noida","Logix City Centre, Sector 32, Noida, Noida",77.353574,28.5743,"Italian, Pizza, Fast Food",1000,Indian Rupees(Rs.),No,No,No,No,3,2.6,Orange,Average,7,zomato
8176,Subway,1,Noida,"Lower Ground Floor, Logix City Centre, Sector 32, Near Sector 34, Noida","Logix City Centre, Sector 32, Noida","Logix City Centre, Sector 32, Noida, Noida",77.353708,28.574358,"American, Fast Food, Salad, Healthy Food",500,Indian Rupees(Rs.),No,Yes,No,No,2,2.6,Orange,Average,5,zomato
8177,Time To Tea,1,Noida,"Food Court, 3rd Floor, Logix City Centre, Sector 32, Near, Sector 34, Noida","Logix City Centre, Sector 32, Noida","Logix City Centre, Sector 32, Noida, Noida",77.353663,28.574309,"Tea, Fast Food",350,Indian Rupees(Rs.),No,No,No,No,1,2.8,Orange,Average,5,zomato
8178,Vaango!,1,Noida,"Food Court, 3rd Floor, Logix City Centre, Sector 32, Near Sector 34, Noida","Logix City Centre, Sector 32, Noida","Logix City Centre, Sector 32, Noida, Noida",77.353663,28.574219,South Indian,450,Indian Rupees(Rs.),No,No,No,No,1,2.8,Orange,Average,6,zomato
8179,Biryani Blues,1,Noida,"Food Court, Logix City Centre, Sector 32, Near Sector 34, Noida","Logix City Centre, Sector 32, Noida","Logix City Centre, Sector 32, Noida, Noida",77.353663,28.574309,"Biryani, Hyderabadi",1000,Indian Rupees(Rs.),No,No,No,No,3,3.5,Yellow,Good,18,zomato
8180,Jungle Jamboree,1,Noida,"Logix City Centre, FD-03, 2nd Floor, Sector 32 Near, Sector 34, Noida","Logix City Centre, Sector 32, Noida","Logix City Centre, Sector 32, Noida, Noida",0,0,"North Indian, Continental, Chinese, Italian, Thai, Mughlai",1200,Indian Rupees(Rs.),No,No,No,No,3,3.8,Yellow,Good,46,zomato
8181,Keventers,1,Noida,"Shop 1, 3rd Floor, Logix City Center, Sector 32, Near, Sector 34, Noida","Logix City Centre, Sector 32, Noida","Logix City Centre, Sector 32, Noida, Noida",77.353574,28.5743,Beverages,400,Indian Rupees(Rs.),No,No,No,No,1,3.5,Yellow,Good,34,zomato
8182,Pita Pit,1,Noida,"FC 12A, 3rd Floor, Logix City Center, Sector 32, Near Sector 34, Noida","Logix City Centre, Sector 32, Noida","Logix City Centre, Sector 32, Noida, Noida",77.353663,28.574309,"Healthy Food, Salad",600,Indian Rupees(Rs.),No,Yes,No,No,2,3.6,Yellow,Good,20,zomato
8183,Baskin Robbins,1,Noida,"Food Court, 3rd Floor, Logix City Centre, Sector 32, Near Sector 34, Noida","Logix City Centre, Sector 32, Noida","Logix City Centre, Sector 32, Noida, Noida",77.353663,28.574309,Ice Cream,300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1,zomato
8184,Cha Cha Cha,1,Noida,"2nd Floor, Logix City Centre, Sector 32, Near, Sector 34, Noida","Logix City Centre, Sector 32, Noida","Logix City Centre, Sector 32, Noida, Noida",77.353686,28.574198,"Beverages, Fast Food",300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,3,zomato
8185,Chai Thela,1,Noida,"Lower Ground Floor, Logix City Centre, Sector 32, Near Sector 34, Noida","Logix City Centre, Sector 32, Noida","Logix City Centre, Sector 32, Noida, Noida",77.353753,28.574407,"Tea, Fast Food",250,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1,zomato
8186,Costa Coffee,1,Noida,"Lower Ground Floor, Logix City Centre, Sector 32, Near Sector 34, Noida","Logix City Centre, Sector 32, Noida","Logix City Centre, Sector 32, Noida, Noida",77.353753,28.574317,Cafe,600,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,0,zomato
8187,Dolce Gelato,1,Noida,"2nd Floor, Logix City Center Mall, Sector 32, Near Sector 34, Noida","Logix City Centre, Sector 32, Noida","Logix City Centre, Sector 32, Noida, Noida",77.353663,28.574309,"Ice Cream, Beverages, Fast Food",300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0,zomato
8188,Joost Juice Bar,1,Noida,"Lowe Ground Floor, Logix City Centre, Sector 32, Near, Sector 34, Noida","Logix City Centre, Sector 32, Noida","Logix City Centre, Sector 32, Noida, Noida",77.353708,28.574358,Beverages,300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1,zomato
8189,Juice Lounge,1,Noida,"Food Court, 3rd Floor, Logix City Centre, Sector 32, Near Sector 34, Noida","Logix City Centre, Sector 32, Noida","Logix City Centre, Sector 32, Noida, Noida",77.353678,28.574197,"Juices, Fast Food",300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1,zomato
8190,Kings Kulfi,1,Noida,"Food Court, Logix City Centre, Sector 32, Near, Sector 34, Noida","Logix City Centre, Sector 32, Noida","Logix City Centre, Sector 32, Noida, Noida",77.353574,28.5743,"Desserts, Ice Cream",300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1,zomato
8191,Kwality Wall's Swirl's,1,Noida,"Food Court, 3rd Floor, Logix City Centre, Sector 32, Near Sector 34, Noida","Logix City Centre, Sector 32, Noida","Logix City Centre, Sector 32, Noida, Noida",77.353574,28.5743,"Ice Cream, Desserts",200,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0,zomato
8192,Mx Corn,1,Noida,"Lower Ground Floor, Logix City Centre, Sector 32, Near, Sector 34, Noida","Logix City Centre, Sector 32, Noida","Logix City Centre, Sector 32, Noida, Noida",77.353753,28.574407,Fast Food,100,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0,zomato
8193,The Gaming Vegas,1,Noida,"301, The Gaming Vegas, Logix City Center, Sector 32, Near Sector 34, Noida","Logix City Centre, Sector 32, Noida","Logix City Centre, Sector 32, Noida, Noida",77.353574,28.5743,Fast Food,400,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0,zomato
8194,Chicago Pizza,1,Noida,"Food Court, 3rd Floor, Logix City Centre, Sector 32, Near, Sector 34, Noida","Logix City Centre, Sector 32, Noida","Logix City Centre, Sector 32, Noida, Noida",77.353574,28.5743,Pizza,600,Indian Rupees(Rs.),No,Yes,No,No,2,2.3,Red,Poor,8,zomato
8195,Mr. Sub,1,Noida,"Logix City Centre, Sector 32, Near Sector 34, Noida","Logix City Centre, Sector 32, Noida","Logix City Centre, Sector 32, Noida, Noida",77.353663,28.574309,Fast Food,400,Indian Rupees(Rs.),No,Yes,No,No,1,2.3,Red,Poor,27,zomato
8196,Kwality Wall's Swirl's,1,Noida,"C-28/29, Food Court, Tower B, Logix Cyber Park, Sector 62, Noida","Logix Cyber Park, Sector 62, Noida","Logix Cyber Park, Sector 62, Noida, Noida",77.366583,28.612373,"Ice Cream, Desserts",200,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0,zomato
8197,My Corn,1,Noida,"C-28/29, Food Court, Tower B, Logix Cyber Park, Sector 62, Noida","Logix Cyber Park, Sector 62, Noida","Logix Cyber Park, Sector 62, Noida, Noida",77.366672,28.61274,Fast Food,100,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0,zomato
8198,Flluid - Mosaic Hotels,1,Noida,"Mosaic Hotels, C-1, Sector 18, Noida","Mosaic Hotels, Sector 18, Noida ","Mosaic Hotels, Sector 18, Noida , Noida",77.325545,28.57102,"Continental, North Indian, Mexican",2200,Indian Rupees(Rs.),Yes,No,No,No,4,3.2,Orange,Average,135,zomato
8199,Latitude - Mosaic Hotels,1,Noida,"Mosaic Hotels, C-1, Sector 18, Noida","Mosaic Hotels, Sector 18, Noida ","Mosaic Hotels, Sector 18, Noida , Noida",77.325545,28.57102,"North Indian, Chinese",1700,Indian Rupees(Rs.),Yes,No,No,No,3,3.3,Orange,Average,61,zomato
8200,Baker's Zone,1,Noida,"MSX Mall, Site 4, Greater Noida, Noida","MSX Mall, Greater Noida","MSX Mall, Greater Noida, Noida",77.527883,28.458075,Bakery,200,Indian Rupees(Rs.),No,Yes,No,No,1,2.9,Orange,Average,9,zomato
8201,Chakna,1,Noida,"Shop 1 & 2, Food Court, 3rd Floor, MSX Mall, Greater Noida, Noida","MSX Mall, Greater Noida","MSX Mall, Greater Noida, Noida",77.528308,28.458033,"North Indian, Chinese",450,Indian Rupees(Rs.),No,Yes,No,No,1,2.7,Orange,Average,5,zomato
8202,Get Set Go,1,Noida,"2nd Floor, MSX Mall, Swarn Nagari, Greater Noida, Noida","MSX Mall, Greater Noida","MSX Mall, Greater Noida, Noida",77.528239,28.458077,"North Indian, Chinese, Continental",800,Indian Rupees(Rs.),No,No,No,No,2,3.1,Orange,Average,5,zomato
8203,Sip & Snacks,1,Noida,"MSX Mall, Greater Noida, Noida","MSX Mall, Greater Noida","MSX Mall, Greater Noida, Noida",77.528218,28.457935,"Chinese, North Indian",550,Indian Rupees(Rs.),No,Yes,No,No,2,3.2,Orange,Average,6,zomato
8204,The Anna,1,Noida,"Shop 135, MSX Mall, Surajpur Site IV, Delhi NCR, Greater Noida, Noida","MSX Mall, Greater Noida","MSX Mall, Greater Noida, Noida",77.527994,28.458049,"Chinese, South Indian, Fast Food",400,Indian Rupees(Rs.),No,Yes,No,No,1,2.8,Orange,Average,19,zomato
8205,Kathi Junction,1,Noida,"Shop 132, Ground Floor, MSX Mall, Greater Noida, Noida","MSX Mall, Greater Noida","MSX Mall, Greater Noida, Noida",77.528147,28.457854,Fast Food,400,Indian Rupees(Rs.),No,Yes,No,No,1,3.5,Yellow,Good,83,zomato
8206,Golden Chaat,1,Noida,"Ground Floor, MSX Mall, Greater Noida, Noida","MSX Mall, Greater Noida","MSX Mall, Greater Noida, Noida",77.528129,28.458107,Fast Food,100,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,2,zomato
8207,Malt n Brew,1,Noida,"Park Ascent, Plot 126, Noida Khoda Road, Opposite IIM Lucknow Noida Campus, Sector 62, Noida","Park Ascent, Sector 62, Noida","Park Ascent, Sector 62, Noida, Noida",0,0,"North Indian, Continental, Chinese",2000,Indian Rupees(Rs.),Yes,No,No,No,4,0,White,Not rated,0,zomato
8208,Cakewalk - Park Plaza,1,Noida,"Park Plaza Hotel, C Block, Sector 55, Noida","Park Plaza Hotel, Sector 55, Noida","Park Plaza Hotel, Sector 55, Noida, Noida",77.35069,28.60387,Bakery,500,Indian Rupees(Rs.),No,No,No,No,2,3.4,Orange,Average,25,zomato
8209,New Town Lounge - Park Plaza,1,Noida,"Park Plaza Hotel, C Block, Sector 55, Noida","Park Plaza Hotel, Sector 55, Noida","Park Plaza Hotel, Sector 55, Noida, Noida",77.350344,28.60394,Continental,2000,Indian Rupees(Rs.),Yes,No,No,No,4,3.2,Orange,Average,32,zomato
8210,New Town Cafe - Park Plaza,1,Noida,"Park Plaza Hotel, C Block, Sector 55, Noida","Park Plaza Hotel, Sector 55, Noida","Park Plaza Hotel, Sector 55, Noida, Noida",77.349716,28.603791,"Continental, Chinese, North Indian",2800,Indian Rupees(Rs.),Yes,No,No,No,4,4.1,Green,Very Good,228,zomato
8211,S-18 - Radisson Blu,1,Noida,"Radisson Blu Hotel, L-2, Sector 18, Noida","Radisson Blu, Sector 18, Noida","Radisson Blu, Sector 18, Noida, Noida",77.32219,28.568598,"Mediterranean, Continental, North Indian, Italian",3200,Indian Rupees(Rs.),Yes,No,No,No,4,3.5,Yellow,Good,218,zomato
8212,Foodicious,1,Noida,"B 33/ K 1C, Sector 1, Noida",Sector 1,"Sector 1, Noida",77.31295,28.587288,"Fast Food, Street Food",300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0,zomato
8213,Rasoi Dil Se,1,Noida,"B-40/B-3, Near Canara Bank, Sector 1, Noida",Sector 1,"Sector 1, Noida",77.31409,28.589193,"North Indian, Chinese, Continental",400,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,2,zomato
8214,Chip Chap Shahi Corner,1,Noida,"C-117, Near Kohli Dharam Kanta, Sector 10, Noida",Sector 10,"Sector 10, Noida",77.325174,28.594974,North Indian,200,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,12,zomato
8215,Mother's Kitchen,1,Noida,"D 205, Sector 10, Noida",Sector 10,"Sector 10, Noida",77.333568,28.592297,North Indian,100,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,6,zomato
8216,Food Express,1,Noida,"C-94, Sector 10, Noida",Sector 10,"Sector 10, Noida",77.332088,28.588947,"North Indian, Mughlai, Chinese",500,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,2,zomato
8217,Lemonier,1,Noida,"B-109, 2nd Floor, Sector 10, Noida",Sector 10,"Sector 10, Noida",77.330737,28.588149,Bakery,200,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0,zomato
8218,Punjabi Zaika,1,Noida,"B-2, Sector 10, Noida",Sector 10,"Sector 10, Noida",77.330334,28.587887,North Indian,200,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0,zomato
8219,Robins Sweets & Restaurant,1,Noida,"C-136, Gautam Budh Nagar, Sector 10, Noida",Sector 10,"Sector 10, Noida",77.332386,28.591482,North Indian,350,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1,zomato
8220,TBH _Ñ_ To Be Healthy,1,Noida,"C-225, Sector 10, Noida",Sector 10,"Sector 10, Noida",77.331231,28.589854,"Juices, Healthy Food",500,Indian Rupees(Rs.),No,Yes,No,No,2,4,Green,Very Good,76,zomato
8221,Mehfill,1,Noida,"1 & 4, L Block Market, Behind Metro Hospital, Sector 11, Noida",Sector 11,"Sector 11, Noida",77.335533,28.597946,"North Indian, Chinese, Mughlai",600,Indian Rupees(Rs.),No,Yes,No,No,2,2.7,Orange,Average,90,zomato
8222,Punjabi Pakwaan,1,Noida,"Shop 39 & 40, L-93-A, Sector 11, Noida",Sector 11,"Sector 11, Noida",77.335716,28.597744,"North Indian, Chinese",800,Indian Rupees(Rs.),Yes,Yes,No,No,2,3.3,Orange,Average,34,zomato
8223,Santushti,1,Noida,"21, L Block Market, Behind Metro Hospital, Sector 11, Noida",Sector 11,"Sector 11, Noida",77.335798,28.597628,"South Indian, North Indian, Chinese",300,Indian Rupees(Rs.),No,Yes,No,No,1,2.6,Orange,Average,70,zomato
8224,Uncle's,1,Noida,"S-17 &18, L Block Market, Sector 11, Noida",Sector 11,"Sector 11, Noida",77.335897,28.597646,"North Indian, Mughlai, Chinese",600,Indian Rupees(Rs.),No,Yes,No,No,2,3.4,Orange,Average,190,zomato
8225,Cafe Limelight,1,Noida,"T 36, Shop 6, Near Power House, Sector 11, Noida",Sector 11,"Sector 11, Noida",77.338766,28.600378,"Cafe, North Indian, Italian",900,Indian Rupees(Rs.),No,Yes,No,No,2,3.7,Yellow,Good,38,zomato
8226,Rendezvous Adda,1,Noida,"Shop H 17-27,  Near Sahara India LTD, Sector 11, Noida",Sector 11,"Sector 11, Noida",0,0,"North Indian, Bengali",400,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0,zomato
8227,Wow Noodle,1,Noida,"L Block Market, Behind Metro Hospital, Sector 11, Noida",Sector 11,"Sector 11, Noida",77.335507,28.597827,Chinese,550,Indian Rupees(Rs.),No,Yes,No,No,2,0,White,Not rated,0,zomato
8228,Wraps Cafe,1,Noida,"L Block Market, Behind Metro Hospital, Sector 11, Noida",Sector 11,"Sector 11, Noida",77.335624,28.597659,"Fast Food, North Indian",400,Indian Rupees(Rs.),No,Yes,No,No,1,0,White,Not rated,2,zomato
8229,Alley's Urbane Cafe,1,Noida,"Main Road, Opposite Pathways Noida, Near PNB, Sector 104, Near Sector 110, Noida",Sector 110,"Sector 110, Noida",77.365436,28.539135,"Cafe, Italian, Chinese",400,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average,33,zomato
8230,Backstreet Kitchen,1,Noida,"12-A, Near Community Centre, Sector 104, Near, Sector 110, Noida",Sector 110,"Sector 110, Noida",77.365203,28.539209,"North Indian, Mughlai, Chinese",500,Indian Rupees(Rs.),No,Yes,No,No,2,3.4,Orange,Average,33,zomato
8231,Berco's,1,Noida,"104, Hazipur, Sector 104, Near Sector 110, Noida",Sector 110,"Sector 110, Noida",77.365561,28.538929,"Chinese, Thai",1100,Indian Rupees(Rs.),Yes,No,No,No,3,3.1,Orange,Average,9,zomato
8232,Breaktym,1,Noida,"Near Lotus Boulevrd, Gate 4, Sector 100, Near Sector 110, Noida",Sector 110,"Sector 110, Noida",77.369517,28.545627,"North Indian, Mughlai",400,Indian Rupees(Rs.),No,Yes,No,No,1,2.6,Orange,Average,11,zomato
8233,Chawla's 2,1,Noida,"A-2/17, Main Market, Opposite Kendriya Vihar, Sector 110, Noida",Sector 110,"Sector 110, Noida",77.387153,28.533044,"North Indian, Mughlai, Chinese",1400,Indian Rupees(Rs.),No,Yes,No,No,3,2.5,Orange,Average,12,zomato
8234,Chicken Kraft,1,Noida,"Shop 39-A, Behind HDFC Bank, Sector 110, Noida",Sector 110,"Sector 110, Noida",77.386286,28.532686,"North Indian, Chinese",400,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,4,zomato
8235,Chinese By Nature,1,Noida,"GDA Market, Near HDFC Bank",Sector 110,"Sector 110, Noida",77.387463,28.533935,Chinese,400,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,19,zomato
8236,DV's Chinese Kitchen,1,Noida,"Near ICICI Bank, GB Nagar, Sector 110, Noida",Sector 110,"Sector 110, Noida",77.387438,28.533835,Chinese,300,Indian Rupees(Rs.),No,No,No,No,1,2.8,Orange,Average,10,zomato
8237,Evergreen Sweets,1,Noida,"A-2/27, Opposite Kendriya Vihar, Sector 110, Noida",Sector 110,"Sector 110, Noida",77.387306,28.533341,"Mithai, Street Food",200,Indian Rupees(Rs.),No,No,No,No,1,2.6,Orange,Average,16,zomato
8238,Green Chick Chop,1,Noida,"Shop 32, Block A-2",Sector 110,"Sector 110, Noida",77.387398,28.533509,"Raw Meats, Fast Food, North Indian",350,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,7,zomato
8239,Hyderabad Delights,1,Noida,"Shop 12, Opposite Yatharth Hospital, Gejha Road, Sector 110, Noida",Sector 110,"Sector 110, Noida",77.385148,28.532802,"North Indian, Mughlai, Hyderabadi",400,Indian Rupees(Rs.),No,No,No,No,1,3.3,Orange,Average,13,zomato
8240,Kabab And Tadka,1,Noida,"Opposite Pathways School, Main Road, Sector 104, Near Sector 110, Noida",Sector 110,"Sector 110, Noida",77.365181,28.539087,North Indian,600,Indian Rupees(Rs.),No,Yes,No,No,2,2.5,Orange,Average,36,zomato
8241,Kanha Bhog,1,Noida,"A-2/33, Sector 110, Noida",Sector 110,"Sector 110, Noida",77.387459,28.533581,"Mithai, Street Food",150,Indian Rupees(Rs.),No,No,No,No,1,2.6,Orange,Average,26,zomato
8242,Mezbaan Jaika Restaurant,1,Noida,"25, Opposite Kendriya Vihar, Sector 110, Noida",Sector 110,"Sector 110, Noida",77.38717,28.533308,"Biryani, North Indian, Fast Food",500,Indian Rupees(Rs.),No,No,No,No,2,2.7,Orange,Average,18,zomato
8243,Pind Balluchi,1,Noida,"K Shri Plaza, Main Road Hazipur Village, Opposite Pathways School, Sector 104, Near Sector 110, Noida",Sector 110,"Sector 110, Noida",77.365549,28.539498,"Biryani, North Indian, Mughlai",1000,Indian Rupees(Rs.),No,Yes,No,No,3,2.6,Orange,Average,26,zomato
8244,Red Capsicum,1,Noida,"B-7, Sector 110, Noida",Sector 110,"Sector 110, Noida",77.386751,28.533164,North Indian,500,Indian Rupees(Rs.),No,Yes,No,No,2,2.6,Orange,Average,25,zomato
8245,Singh Foods,1,Noida,"Opposite Pathway School, Sector 110, Noida",Sector 110,"Sector 110, Noida",77.365337,28.539224,"North Indian, Mughlai",700,Indian Rupees(Rs.),No,Yes,No,No,2,3.2,Orange,Average,7,zomato
8246,Sparrows At Home Bakery & Cafe,1,Noida,"First Floor, KM-01, Sector 104, Sector 110, Noida",Sector 110,"Sector 110, Noida",77.368263,28.540799,"Cafe, Bakery",500,Indian Rupees(Rs.),No,No,No,No,2,3.3,Orange,Average,13,zomato
8247,The New Koyla Kitchen,1,Noida,"162-A, Sector 110, Noida",Sector 110,"Sector 110, Noida",77.386761,28.534221,"North Indian, Chinese",600,Indian Rupees(Rs.),No,Yes,No,No,2,2.7,Orange,Average,36,zomato
8248,They__ô_‚Ñ,1,Noida,"A2/11, First Floor, Sector 110 Main Market, Sector 110, Noida",Sector 110,"Sector 110, Noida",77.385014,28.528405,"North Indian, Mughlai, Chinese",800,Indian Rupees(Rs.),No,Yes,No,No,2,3.4,Orange,Average,13,zomato
8249,Your Spicy Kitchen,1,Noida,"Shop 10, Vivek Vihar, Sector-82, Near, Sector 110, Noida",Sector 110,"Sector 110, Noida",0,0,"Mughlai, Continental, Chinese",800,Indian Rupees(Rs.),Yes,No,No,No,2,3.1,Orange,Average,8,zomato
8250,Yumm Biryani,1,Noida,"Shop 18, Ashirwad Complex, Sector 104, Near Sector 110",Sector 110,"Sector 110, Noida",77.366097,28.539321,"Biryani, Mughlai",550,Indian Rupees(Rs.),No,Yes,No,No,2,3.2,Orange,Average,27,zomato
8251,Aureo Dine & Bake House,1,Noida,"Shop 9, Block A-3, Sector 110, Noida",Sector 110,"Sector 110, Noida",77.387558,28.534041,"North Indian, Chinese, Continental",1000,Indian Rupees(Rs.),Yes,Yes,No,No,3,3.5,Yellow,Good,367,zomato
8252,Being Truckers,1,Noida,"Opposite Lotus Panache, Sector 110, Noida",Sector 110,"Sector 110, Noida",77.378256,28.531746,Fast Food,550,Indian Rupees(Rs.),No,Yes,No,No,2,3.8,Yellow,Good,99,zomato
8253,China Leaf,1,Noida,"Shop 17, Ashirwad Complex, Sector 104, Near, Sector 110, Noida",Sector 110,"Sector 110, Noida",77.366273,28.539289,"Chinese, Thai",650,Indian Rupees(Rs.),No,Yes,No,No,2,3.7,Yellow,Good,115,zomato
8254,Mera Vala Dabba,1,Noida,"Shop 31, Ashirwaad Complex, Opposite Pathways School, Sector 104, Near Sector 110, Noida",Sector 110,"Sector 110, Noida",77.366061,28.539277,North Indian,400,Indian Rupees(Rs.),No,Yes,No,No,1,3.6,Yellow,Good,18,zomato
8255,Moti Mahal Delux- Legendary Culinary,1,Noida,"12-A, Ashirwad Shopping Complex, Sector 104, Near Sector 110, Noida",Sector 110,"Sector 110, Noida",77.366192,28.539419,"North Indian, Mughlai",900,Indian Rupees(Rs.),No,Yes,No,No,2,3.6,Yellow,Good,72,zomato
8256,Noshh,1,Noida,"Shop 31, Ashirwaad Complex, Opposite Pathways School, Sector 104 , Noida",Sector 110,"Sector 110, Noida",77.366212,28.539212,North Indian,850,Indian Rupees(Rs.),No,Yes,No,No,2,3.6,Yellow,Good,56,zomato
8257,Tadqa Tandoor Express,1,Noida,"Ground Floor, Main Road, Yadhuvanshi Tower, Opposite Pathways School, Sector 104, Near Sector 110, Noida",Sector 110,"Sector 110, Noida",77.365408,28.539057,"North Indian, Mughlai",750,Indian Rupees(Rs.),No,Yes,No,No,2,3.6,Yellow,Good,108,zomato
8258,The Kebab Company,1,Noida,"Shop 17, Phool Singh Complex, Opposite Pathway School, Sector 104, Near Sector 110, Noida",Sector 110,"Sector 110, Noida",77.366006,28.53926,"Fast Food, North Indian",400,Indian Rupees(Rs.),No,Yes,No,No,1,3.5,Yellow,Good,21,zomato
8259,Affamato,1,Noida,"Shop 6, Sunshine Helios, Sector 78, Near, Sector 110, Noida",Sector 110,"Sector 110, Noida",0,0,"Italian, Pizza",400,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0,zomato
8260,Ahmed's,1,Noida,"Main Market, Near ICICI Bank, Sector 110, Noida",Sector 110,"Sector 110, Noida",77.387546,28.533741,Mughlai,200,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0,zomato
8261,CaffÕ© La Poya,1,Noida,"7, Ashirwad Complex, Sector 104, Near Sector 110, Noida",Sector 110,"Sector 110, Noida",77.366021,28.539318,"Cafe, Continental, Fast Food, Italian",600,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,0,zomato
8262,Chaskaa Restaurant,1,Noida,"Sector 108, Near Sector 110, Noida",Sector 110,"Sector 110, Noida",0,0,"North Indian, Mughlai, Chinese",400,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1,zomato
8263,Chawla's 2,1,Noida,"C-3/18, Main Market, Sector 104, Near Sector 110, Noida",Sector 110,"Sector 110, Noida",77.365997,28.539545,"North Indian, Mughlai, Chinese, Fast Food",700,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,1,zomato
8264,Chination,1,Noida,"Sector 110, Noida",Sector 110,"Sector 110, Noida",77.386985,28.533099,Chinese,700,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,3,zomato
8265,Essen Foods,1,Noida,"Shop 20, Ashirwad Complex, Opposite PathwaySchool, Sector 104, Near Sector 110, Noida",Sector 110,"Sector 110, Noida",77.366323,28.539279,"North Indian, Chinese, Mughlai",500,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,0,zomato
